incident_id,rule_id,rule_version,result
INC-20260223-eed850a4a0,GR-007,1,not_applicable
INC-20260223-eed850a4a0,GR-008,1,prevented
INC-20260223-0950ebfa6f,GR-001,1,not_applicable
INC-20260223-0950ebfa6f,GR-002,1,prevented
INC-20260223-0950ebfa6f,GR-003,1,not_applicable
INC-20260223-0950ebfa6f,GR-004,1,not_applicable
INC-20260223-0950ebfa6f,GR-005,1,prevented
INC-20260223-0950ebfa6f,GR-006,1,not_applicable
INC-20260223-0950ebfa6f,GR-007,1,not_applicable
INC-20260223-0950ebfa6f,GR-008,1,prevented
INC-20260225-e27e712fc3,GR-001,1,not_applicable
INC-20260225-e27e712fc3,GR-002,1,not_applicable
INC-20260225-e27e712fc3,GR-003,1,not_applicable
INC-20260225-e27e712fc3,GR-004,1,not_applicable
INC-20260225-e27e712fc3,GR-005,1,not_applicable
INC-20260225-e27e712fc3,GR-006,1,not_applicable
INC-20260225-e27e712fc3,GR-007,1,not_applicable
INC-20260225-e27e712fc3,GR-008,1,prevented
INC-20260225-39dbd05813,GR-001,1,not_applicable
INC-20260225-39dbd05813,GR-002,1,prevented
INC-20260225-39dbd05813,GR-003,1,not_applicable
INC-20260225-39dbd05813,GR-004,1,not_applicable
INC-20260225-39dbd05813,GR-005,1,not_applicable
INC-20260225-39dbd05813,GR-006,1,not_applicable
INC-20260225-39dbd05813,GR-007,1,not_applicable
INC-20260225-39dbd05813,GR-008,1,prevented
INC-20260227-5fa01e2214,GR-001,1,not_applicable
INC-20260227-5fa01e2214,GR-002,1,prevented
INC-20260227-5fa01e2214,GR-003,1,not_applicable
INC-20260227-5fa01e2214,GR-004,1,not_applicable
INC-20260227-5fa01e2214,GR-005,1,not_applicable
INC-20260227-5fa01e2214,GR-006,1,not_applicable
INC-20260227-5fa01e2214,GR-007,1,not_applicable
INC-20260227-5fa01e2214,GR-008,1,prevented
INC-20260227-a0ab6114ab,GR-001,1,not_applicable
INC-20260227-a0ab6114ab,GR-002,1,prevented
INC-20260227-a0ab6114ab,GR-003,1,not_applicable
INC-20260227-a0ab6114ab,GR-004,1,not_applicable
INC-20260227-a0ab6114ab,GR-005,1,not_applicable
INC-20260227-a0ab6114ab,GR-006,1,not_applicable
INC-20260227-a0ab6114ab,GR-007,1,not_applicable
INC-20260227-a0ab6114ab,GR-008,1,prevented
INC-20260226-ab4b5117f0,GR-001,1,not_applicable
INC-20260226-ab4b5117f0,GR-002,1,not_applicable
INC-20260226-ab4b5117f0,GR-003,1,not_applicable
INC-20260226-ab4b5117f0,GR-004,1,not_applicable
INC-20260226-ab4b5117f0,GR-005,1,not_applicable
INC-20260226-ab4b5117f0,GR-006,1,not_applicable
INC-20260226-ab4b5117f0,GR-007,1,not_applicable
INC-20260226-ab4b5117f0,GR-008,1,prevented
INC-20260226-560634e7f0,GR-001,1,not_applicable
INC-20260226-560634e7f0,GR-002,1,not_applicable
INC-20260226-560634e7f0,GR-003,1,not_applicable
INC-20260226-560634e7f0,GR-004,1,not_applicable
INC-20260226-560634e7f0,GR-005,1,not_applicable
INC-20260226-560634e7f0,GR-006,1,not_applicable
INC-20260226-560634e7f0,GR-007,1,not_applicable
INC-20260226-560634e7f0,GR-008,1,not_applicable
INC-20260226-54631fd27a,GR-001,1,not_applicable
INC-20260226-54631fd27a,GR-002,1,prevented
INC-20260226-54631fd27a,GR-003,1,not_applicable
INC-20260226-54631fd27a,GR-004,1,not_applicable
INC-20260226-54631fd27a,GR-005,1,not_applicable
INC-20260226-54631fd27a,GR-006,1,not_applicable
INC-20260226-54631fd27a,GR-007,1,not_applicable
INC-20260226-54631fd27a,GR-008,1,prevented
INC-20260226-0f558352b5,GR-001,1,not_applicable
INC-20260226-0f558352b5,GR-002,1,prevented
INC-20260226-0f558352b5,GR-003,1,not_applicable
INC-20260226-0f558352b5,GR-004,1,not_applicable
INC-20260226-0f558352b5,GR-005,1,prevented
INC-20260226-0f558352b5,GR-006,1,not_applicable
INC-20260226-0f558352b5,GR-007,1,not_applicable
INC-20260226-0f558352b5,GR-008,1,prevented
INC-20260226-0dfdb872d3,GR-001,1,not_applicable
INC-20260226-0dfdb872d3,GR-002,1,not_applicable
INC-20260226-0dfdb872d3,GR-003,1,not_applicable
INC-20260226-0dfdb872d3,GR-004,1,prevented
INC-20260226-0dfdb872d3,GR-005,1,not_applicable
INC-20260226-0dfdb872d3,GR-006,1,not_applicable
INC-20260226-0dfdb872d3,GR-007,1,not_applicable
INC-20260226-0dfdb872d3,GR-008,1,not_applicable
INC-20260226-4ff96cc3cb,GR-001,1,not_applicable
INC-20260226-4ff96cc3cb,GR-002,1,prevented
INC-20260226-4ff96cc3cb,GR-003,1,not_applicable
INC-20260226-4ff96cc3cb,GR-004,1,not_applicable
INC-20260226-4ff96cc3cb,GR-005,1,not_applicable
